1.423076923076922184e-01 9.230769230769220179e-02 1.923076923076922351e-01 2.414837276679877333e-03 9.793400745154240417e-01
2.423076923076922518e-01 1.923076923076922351e-01 2.923076923076922684e-01 4.285929661303152817e-04 9.253735445383683977e-01
3.423076923076922573e-01 2.923076923076922684e-01 3.923076923076922462e-01 8.943221182101013418e-05 9.229503223844932602e-01
4.423076923076922906e-01 3.923076923076922462e-01 4.923076923076922795e-01 1.936406325830404432e-05 9.722188588972409118e-01
5.423076923076922684e-01 4.923076923076922795e-01 5.923076923076923128e-01 4.453854556655866655e-06 1.066433853672348109e+00
6.423076923076922462e-01 5.923076923076923128e-01 6.923076923076922906e-01 1.114190495398600783e-06 1.180836921161549258e+00
7.336538461538461009e-01 6.923076923076922906e-01 7.749999999999999112e-01 3.103199912223040708e-07 1.304217859937170321e+00
